,0,1,2,3,4
71,-0.3295,0.0025889,2.3681,1.4502,-0.42022
72,-0.29267,1.1816,1.6612,-1.3644,-0.69343
73,-0.42921,-0.19783,-1.6999,-2.0105,-0.61571
74,0.017687,-0.82294,-1.8564,-1.2569,-0.31237
75,2.4894,1.3983,1.053,-0.97618,2.1937
76,5.1473,0.80369,-0.01941,-0.81505,4.5214
77,1.4698,0.12716,1.3671,-0.62227,1.324
78,-4.1901,-0.1973,0.891,-0.32174,-1.7728
79,-2.9421,-1.7211,-1.2504,-0.20272,0.05158
80,3.2509,-2.4862,-1.0458,-0.12909,2.2152
81,1.0922,-1.9759,-1.8142,0.2374,-1.8892
82,-2.4522,-1.2718,-1.7247,0.041733,-2.9707
83,-2.5269,-0.46408,-1.0727,0.2642,-1.3185
84,-1.3334,0.0052694,-0.4403,0.55824,-1.5316
85,0.654,-0.625,-0.97701,2.2232,0.12583
86,3.7474,-1.538,-1.259,0.60991,2.306
87,-0.70563,-0.13884,0.24987,-0.025669,-1.2631
88,-3.9398,1.756,1.4094,-0.08714,-0.81952
89,-2.0686,1.2315,0.5615,0.0048031,-1.1584
90,-0.69583,0.13774,-0.3946,0.044359,-1.175
91,1.2771,-0.99956,-0.3975,-0.013824,0.63446
92,4.4914,-1.5211,-0.59923,-0.33109,3.3321
93,2.2376,-1.4254,-0.26368,-0.064126,0.97848
94,-3.2731,-0.21842,0.31637,0.48123,-2.9232
95,-4.0867,0.052798,0.61375,0.39597,-1.2396
96,-1.3377,0.41748,0.69728,0.52811,-0.51583
97,1.0996,2.9293,2.6475,0.39811,-1.2878
98,1.095,2.8093,2.3084,0.53326,-0.94564
99,-1.5571,-0.043083,-0.38052,1.8649,0.47636
100,-0.12232,-0.51309,-1.3615,0.22311,1.2137
101,0.43417,-0.15487,0.91379,0.50285,0.99258
102,4.099,1.9175,-0.96263,-0.31356,-1.8833
103,3.8258,-0.42392,-0.37566,-0.25133,-2.4985
104,0.50311,-2.029,0.63479,-0.38792,0.46538
105,-4.4507,-1.4044,0.34999,-0.42203,2.5928
106,-3.7867,-0.70601,0.78636,-0.35732,3.1281
107,-0.36712,0.75906,1.35,-0.36237,2.1214
108,0.26984,0.73948,1.0491,-0.16059,0.388
109,-1.6282,0.021464,-0.18576,-0.15513,0.55356
110,-1.5187,0.79813,-1.6166,-0.1685,1.053
111,2.106,2.2705,-0.089088,-0.025547,-0.38368
112,2.5806,1.7531,-0.75711,0.044208,-0.30558
113,-1.3038,-1.7566,0.42976,-0.011685,1.3712
114,2.1511,-0.097765,-0.78576,0.045807,0.27956
115,4.44,2.1596,-2.5655,0.055383,-1.8287
116,3.3559,0.71299,-0.9446,1.9064,-1.7202
117,1.6206,-3.2365,2.3898,0.63329,-0.11241
118,0.49075,-4.1187,1.6741,-0.74363,0.17597
119,0.055037,-1.5096,1.1562,-0.86177,0.32321
120,-4.3608,-0.74858,1.1013,-0.65468,2.8124
121,-5.294,-1.3095,0.72026,-0.31924,2.3757
122,-2.8564,-1.1548,0.79289,-0.17351,2.0724
123,-1.591,-0.75904,0.66299,1.4667,2.3001
124,-1.0414,0.17464,0.73382,1.5781,0.37092
125,-1.2224,0.20127,0.34106,0.96702,0.12469
126,-0.66041,0.084495,0.025804,-1.1562,0.32791
127,-0.37737,-0.048096,0.014895,-1.7246,-0.16395
128,0.072888,0.47404,2.0149,-1.4133,-0.20457
129,0.33553,0.65056,1.5412,-0.98351,-0.40905
130,0.37902,0.44782,0.21901,-1.0702,-0.62872
131,4.1541,2.8861,0.81211,-0.6938,-2.0113
132,5.1913,5.0175,1.724,-0.51663,-1.9505
133,3.7963,3.7291,1.7485,-0.31859,-1.0428
134,3.403,3.5854,0.40915,-0.39695,-2.785
135,0.57441,0.6482,-2.0105,-0.17254,-0.48639
136,-4.1797,-1.426,-3.3176,0.00011898,1.578
137,-3.7215,-1.2027,-2.7265,-0.1334,1.5745
138,-1.5614,-1.1775,-2.5695,1.0412,0.27014
139,1.6622,-2.6482,-3.2512,0.76831,0.19891
140,0.10727,-2.9217,-2.919,-0.34747,1.7782
141,-2.0123,-2.0279,-0.82869,0.3446,-0.50191
142,-1.4672,-1.4815,-1.7632,0.13496,-1.9092
143,-0.45387,-0.9881,-1.4438,-0.17978,-0.93472
144,0.22087,-0.53519,-0.83623,-0.26458,0.68193
145,4.6582,2.9818,-4.3178,-0.0036924,-3.5411
146,4.2922,3.7146,-5.4748,-0.0015008,-4.4817
147,1.0813,2.2719,-2.473,0.082472,-0.23218
148,0.5445,1.4252,-1.1098,-0.034204,-0.34723
149,-2.5618,-2.0898,2.748,1.6811,0.59107
150,-3.0974,-3.1387,3.0708,1.1779,0.40288
151,-1.6547,-2.2237,2.4454,1.17,0.40492
152,-1.4058,-1.906,4.1147,2.3446,0.74828
153,-1.3258,-1.5278,3.2946,1.2377,1.9649
154,-1.0393,-0.018659,0.42386,-1.4921,-0.42858
155,0.2691,0.33935,0.3881,-1.8908,-1.2049
156,0.001416,-0.40466,1.4212,-1.1557,-0.24608
157,-0.48035,-0.69901,1.5571,-0.78974,0.051021
158,-0.20048,-0.45892,1.2466,0.51023,1.2546
159,0.05829,-0.18698,0.92261,-0.58928,-0.036184
160,0.24495,0.53206,0.68081,0.19761,0.11254
161,0.26279,1.2226,0.26757,1.1525,2.6617
162,0.37646,0.32145,1.047,0.17409,1.1365
163,0.44628,0.047148,1.0166,-1.1928,-2.4447
164,0.50508,0.20406,2.6607,0.49856,0.18753
165,3.4617,2.213,0.60298,-1.2974,2.542
166,5.4435,4.1852,-2.6569,-2.5619,1.4412
167,4.3625,4.0455,-3.1797,-1.7584,0.52956
168,2.9557,3.1003,2.4569,0.048089,1.3146
169,0.24262,0.82033,3.3644,0.83536,-0.98307
170,-4.5016,-2.3638,1.6663,1.8293,-4.1978
171,-4.4655,-3.2694,1.9114,0.14875,-3.2909
172,-2.4289,-0.79402,1.9619,-0.1237,-2.0259
173,-1.7134,-0.46091,-0.96724,1.2811,-1.4048
174,0.68658,-0.50424,-1.0825,-0.033299,0.5247
175,0.71985,-0.24438,-0.99121,-0.50329,0.015508
176,-2.1024,-1.904,-1.9767,0.84159,-1.6037
177,-2.2927,-1.4118,-2.2927,1.7004,1.0855
178,2.19,2.0724,-4.1301,0.080448,3.3678
179,1.1842,0.72365,-2.3063,0.82516,1.9124
180,-2.143,-1.7249,0.13862,0.59451,0.22873
181,0.85698,-0.03948,-1.3757,-1.959,-1.5742
182,-0.62789,-0.93694,-0.29582,-0.93605,-2.2722
183,-2.5532,-1.816,0.53558,-0.78345,0.25815
184,-1.6999,-0.96482,0.00066842,-0.79607,-1.0487
185,-0.85975,0.73919,-0.99052,-0.86095,-2.6801
186,-0.55877,0.19234,-0.068629,1.8456,-0.29215
187,-0.37751,-1.0181,1.0579,1.3672,1.1265
188,3.3682,-1.5641,2.3982,2.3859,4.6549
189,2.121,-1.1818,1.2244,1.1299,1.9839
190,-1.9872,-0.4355,-0.44884,-1.3193,-3.3456
191,-1.6991,-0.13006,-0.29828,-1.5644,-1.8318
192,3.5803,-0.40422,0.28895,-0.73517,-0.11159
193,1.69,-0.0958,0.52834,-0.37619,1.5188
194,-2.4614,0.49815,1.5019,0.9206,1.4255
195,2.5395,3.533,-1.3469,0.14634,-0.53898
196,3.7798,4.2727,-4.1882,-0.35255,-1.4503
197,0.014556,1.7744,-0.96886,0.12756,3.0583
198,-3.6776,-1.1003,1.1424,0.21201,2.9234
199,-2.7268,-1.3358,0.97586,-1.0167,-0.17189
