,event_type,time_stamp,node
173,1,16,90
174,9,16,60
175,2,16,198
176,3,16,377
177,12,16,60
178,14,16,60
179,0,16,247
180,1,16,247
181,3,16,107
182,5,16,107
183,0,16,261
184,1,16,261
185,0,16,247
186,0,16,55
187,3,16,70
188,1,16,247
189,0,17,247
190,1,17,247
191,13,17,250
192,3,17,148
193,0,17,247
194,1,17,247
195,11,17,60
196,0,17,90
197,1,17,60
198,9,17,55
199,9,17,90
200,1,17,90
201,12,17,90
202,0,17,55
203,11,17,55
204,12,18,55
205,14,18,55
206,9,18,55
207,1,18,90
208,1,18,60
209,11,18,60
210,9,18,90
211,0,18,60
212,9,18,60
213,11,18,90
214,2,18,184
215,13,18,250
216,2,18,394
217,2,19,243
218,5,19,76
219,2,19,76
220,10,20,148
221,1,20,247
222,0,20,247
223,17,21,27
224,17,21,31
225,17,21,308
226,17,21,27
227,17,21,31
228,17,21,31
229,10,21,143
230,17,21,308
231,17,21,27
232,17,21,308
233,17,21,31
234,17,21,308
235,4,21,143
236,17,21,27
237,10,21,107
238,17,21,27
239,5,21,107
240,3,21,107
241,3,21,377
242,4,21,107
243,4,21,326
244,2,21,198
245,3,22,70
246,4,22,70
247,11,22,30
248,1,22,84
249,1,22,30
250,9,22,84
251,12,22,84
252,2,23,184
253,0,23,247
254,0,23,247
255,15,23,247
256,1,23,247
257,0,24,247
258,1,24,247
259,2,24,394
260,0,24,247
261,1,24,247
262,2,24,243
263,5,24,76
264,2,24,76
265,4,25,107
266,4,25,76
267,0,25,247
268,1,25,247
269,4,25,76
270,0,25,247
271,1,25,247
272,12,26,260
273,14,26,260
274,0,26,247
275,1,26,247
276,3,26,377
277,3,26,107
278,5,26,107
279,0,26,247
280,1,26,247
281,2,27,117
282,3,27,70
283,2,27,198
284,0,27,247
285,1,27,247
286,8,28,289
287,7,28,289
288,12,28,260
289,14,28,260
290,2,28,184
291,10,29,436
292,2,29,394
293,1,30,261
294,0,30,261
295,2,30,243
296,5,30,76
297,2,30,76
298,4,30,76
299,4,30,76
300,0,30,247
301,1,31,247
302,3,31,107
303,10,31,107
304,5,31,107
305,4,31,107
306,3,31,377
307,3,32,70
308,4,32,70
309,2,32,198
310,0,33,247
311,1,33,247
312,0,33,247
313,2,34,184
314,0,34,247
315,1,34,247
316,0,34,247
317,1,34,247
318,12,35,260
319,14,35,260
320,1,35,247
321,0,35,247
322,4,35,107
323,2,35,394
324,7,35,141
325,2,35,243
326,5,35,76
327,2,35,76
328,0,35,261
329,1,35,261
330,4,35,76
331,0,35,247
332,1,35,247
333,1,36,247
334,0,36,247
335,4,36,76
336,1,36,261
337,0,36,261
338,0,36,247
339,1,36,247
340,3,37,377
341,5,37,107
342,3,37,107
343,1,37,247
344,0,37,247
345,15,37,247
346,1,37,247
347,1,37,261
348,0,37,261
349,3,37,70
350,9,37,60
351,1,37,60
352,1,37,90
353,11,37,90
354,14,37,60
355,12,37,60
356,0,37,261
357,1,38,60
358,0,38,90
359,11,38,60
360,1,38,90
361,9,38,90
362,0,38,90
363,2,38,198
364,11,38,60
365,1,38,90
366,9,38,90
367,1,38,60
368,11,38,60
369,1,38,60
370,1,38,90
371,0,38,90
372,9,38,90
373,9,38,90
374,0,39,90
375,1,39,90
376,11,39,60
377,2,39,184
378,1,39,60
379,17,39,2
380,17,39,145
381,17,39,114
382,17,39,114
383,17,39,114
384,17,39,247
385,17,40,2
386,17,40,91
387,17,40,114
388,17,40,91
389,2,41,394
390,2,41,243
391,5,41,76
392,0,41,247
393,1,41,247
394,17,41,2
395,17,41,114
396,2,41,76
397,17,41,114
398,4,41,76
399,0,41,258
400,0,41,247
401,1,41,247
402,11,41,339
403,4,41,76
404,17,41,2
405,17,41,114
406,17,41,114
407,3,42,107
408,5,42,107
409,10,42,107
410,4,42,107
411,3,42,377
412,3,42,70
413,3,42,70
414,4,42,70
415,0,43,247
416,1,43,247
417,15,43,247
418,1,43,247
419,2,43,198
420,1,44,247
421,0,44,247
422,2,44,184
423,1,44,247
424,0,44,247
425,10,44,436
426,7,44,289
427,8,44,289
428,7,44,260
429,8,44,260
430,1,45,247
431,0,45,247
432,8,45,124
433,7,45,124
434,0,45,247
435,1,45,247
436,4,45,107
437,1,46,247
438,0,46,247
439,0,46,410
440,2,46,243
441,2,46,76
442,5,46,76
443,2,46,394
444,1,46,247
445,0,46,247
446,1,47,247
447,0,47,247
448,0,47,55
449,11,47,55
450,9,47,55
451,10,47,55
452,4,47,55
453,1,47,247
454,0,47,247
455,3,47,377
456,5,47,107
457,3,47,107
458,3,48,70
459,0,48,261
460,1,48,261
461,2,49,184
462,2,49,198
463,2,49,338
464,0,50,55
465,9,50,55
466,14,50,55
467,12,50,55
468,1,51,247
469,0,51,247
470,0,51,55
471,11,51,55
472,14,51,55
473,12,51,55
474,0,51,247
475,1,51,247
476,2,51,243
477,5,51,76
478,2,51,76
479,4,52,76
480,2,52,394
481,4,52,76
482,3,52,107
483,5,52,107
484,10,52,107
485,3,52,377
486,4,52,107
487,3,53,70
488,4,53,70
489,1,53,247
490,0,53,247
491,0,54,247
492,1,54,247
493,2,54,184
494,0,54,247
495,1,54,247
496,2,54,198
497,1,55,247
498,0,55,247
499,0,55,247
500,1,55,247
501,0,56,247
502,1,56,247
503,4,56,107
504,2,56,260
505,7,56,123
506,0,56,247
507,1,56,247
508,12,56,260
509,0,57,247
510,7,57,123
511,1,57,247
512,2,57,243
513,2,57,76
514,5,57,76
515,4,57,76
516,1,57,247
517,0,57,247
518,2,57,394
519,4,57,76
520,7,57,123
521,3,57,377
522,5,58,107
523,3,58,107
524,3,58,70
525,0,58,261
526,1,58,261
527,2,59,184
528,10,60,436
529,11,60,339
530,0,60,258
531,2,60,198
532,0,60,247
533,1,60,247
534,0,61,247
535,1,61,247
536,0,61,247
537,1,61,247
538,2,62,243
539,5,62,76
540,2,62,76
541,2,63,394
542,3,63,107
543,5,63,107
544,10,63,107
545,4,63,107
546,3,63,377
547,0,63,261
548,1,63,261
549,0,63,247
550,1,63,247
551,3,63,70
552,4,63,70
553,0,64,261
554,1,64,261
555,0,64,247
556,1,64,247
557,2,64,184
558,2,65,198
559,0,66,261
560,1,66,261
561,4,66,107
562,0,67,247
563,0,67,247
564,1,67,247
565,0,67,247
566,1,67,247
567,1,67,261
568,0,67,261
569,2,67,243
570,5,68,76
571,2,68,76
572,4,68,76
573,3,68,377
574,5,68,107
575,3,68,107
576,2,68,394
577,4,68,76
578,3,68,70
579,2,69,184
580,11,70,55
581,1,70,247
582,0,70,247
583,0,71,247
584,1,71,247
585,2,71,198
586,1,71,247
587,0,71,247
588,2,73,243
589,5,73,76
590,2,73,76
591,4,73,76
592,5,73,107
593,10,73,107
594,4,73,76
595,3,73,107
596,4,73,107
597,3,73,377
598,1,73,247
599,0,73,247
600,1,73,247
601,15,73,247
602,2,74,394
603,3,74,70
604,4,74,70
605,0,74,247
606,1,74,247
607,0,74,247
608,1,74,247
609,10,75,436
610,0,75,247
611,1,75,247
612,11,75,55
613,0,75,247
614,1,75,247
615,0,76,247
616,1,76,247
617,1,76,261
618,0,76,261
619,0,76,247
620,1,76,247
621,2,76,198
622,4,77,107
623,0,77,247
624,1,77,247
625,0,77,261
626,1,77,261
627,2,78,243
628,5,78,76
629,2,78,76
630,4,78,76
631,3,78,377
632,3,79,107
633,5,79,107
634,3,79,70
635,2,79,260
636,2,79,394
637,4,79,76
638,2,79,184
639,0,81,247
640,1,81,247
641,0,81,247
642,1,81,247
643,2,82,198
644,1,83,247
645,0,83,247
646,2,84,243
647,5,84,76
648,3,84,107
649,2,84,76
650,5,84,107
651,10,84,107
652,4,84,107
653,3,84,377
654,4,84,76
655,1,84,247
656,0,84,247
657,4,84,76
658,2,84,260
659,3,84,70
660,4,84,70
661,1,84,247
662,0,84,247
663,2,85,184
664,2,85,394
665,0,85,247
666,1,85,247
667,2,85,394
668,12,85,260
669,14,85,260
670,1,85,247
671,0,85,247
672,0,86,247
673,1,86,247
674,1,86,247
675,0,86,247
676,2,87,260
677,12,87,260
678,0,87,247
679,1,87,247
680,15,87,247
681,0,87,247
682,4,87,107
683,2,88,198
684,12,88,260
685,14,88,260
686,3,89,377
687,2,89,243
688,3,89,107
689,5,89,107
690,5,89,76
691,2,89,76
692,4,89,76
693,4,89,76
694,3,89,70
695,2,90,184
696,10,90,436
697,2,90,394
698,0,91,247
699,1,91,247
700,0,91,247
701,1,91,247
702,0,93,43
703,2,93,198
704,0,93,247
705,1,93,247
706,1,93,247
707,15,93,247
708,0,93,247
709,0,93,43
710,0,94,247
711,1,94,247
712,1,94,247
713,0,94,247
714,3,94,107
715,10,94,107
716,5,94,107
717,4,94,107
718,3,94,377
719,2,94,243
720,5,94,76
721,2,94,76
722,7,95,260
723,8,95,260
724,0,95,247
725,1,95,247
726,4,95,76
727,3,95,70
728,4,95,70
729,2,95,184
730,0,95,247
731,1,95,247
732,4,95,76
733,0,96,247
734,1,96,247
735,2,96,394
736,1,96,247
737,0,96,247
738,1,97,247
739,0,97,247
740,0,97,247
741,1,97,247
742,0,97,261
743,1,97,261
744,0,98,43
745,4,98,107
746,12,98,43
747,2,99,198
748,0,99,43
749,3,99,377
750,5,99,107
751,3,99,107
752,2,100,243
753,5,100,76
754,3,100,70
755,2,100,76
756,4,100,76
757,2,100,184
758,4,100,76
759,2,100,260
760,0,101,247
761,1,101,247
762,0,101,247
763,1,101,247
764,2,101,394
765,1,103,247
766,0,103,247
767,1,104,247
768,0,104,247
769,0,104,43
770,2,104,198
771,0,104,247
772,1,104,247
773,12,104,43
774,16,104,43
775,6,104,43
776,9,104,43
777,3,105,107
778,10,105,107
779,5,105,107
780,4,105,107
781,3,105,377
782,0,105,247
783,1,105,247
784,0,105,55
785,12,105,55
786,2,105,184
787,1,105,247
788,0,105,247
789,3,105,70
790,2,105,243
791,4,105,70
792,5,105,76
793,2,105,76
794,10,105,436
795,0,106,247
796,1,106,247
797,0,106,247
798,1,106,247
799,0,107,43
800,6,107,43
801,0,107,247
802,0,107,247
803,1,107,247
804,2,107,394
805,0,107,247
806,1,107,247
807,4,108,107
808,10,109,55
809,0,109,55
810,4,109,55
811,12,109,55
812,2,110,198
813,3,110,377
814,5,110,107
815,3,110,107
816,2,110,184
817,3,110,70
818,0,110,247
819,1,110,247
820,2,111,243
821,5,111,76
822,2,111,76
823,4,111,76
824,0,111,247
825,1,111,247
826,0,111,247
827,1,111,247
828,4,111,76
829,2,112,394
830,1,113,247
831,0,113,247
832,15,113,247
833,1,113,247
834,1,114,247
835,15,114,247
836,0,114,247
837,0,114,261
838,1,114,261
839,1,114,247
840,0,114,247
841,0,115,247
842,1,115,247
843,3,115,107
844,10,115,107
845,5,115,107
846,4,115,107
847,2,115,198
848,3,115,377
849,1,115,247
850,0,115,247
851,2,115,184
852,3,116,70
853,3,116,70
854,4,116,70
855,1,116,247
856,0,116,247
857,2,116,243
858,5,116,76
859,2,116,76
860,4,116,76
861,0,116,261
862,1,116,261
863,1,116,247
864,0,116,247
865,4,116,76
866,0,117,247
867,1,117,247
868,2,118,394
869,0,118,90
870,11,118,60
871,1,118,60
872,1,118,90
873,9,118,90
874,4,119,107
875,3,120,377
876,5,120,107
877,3,120,107
878,2,120,184
879,0,120,247
880,1,121,247
881,2,121,198
882,10,121,436
883,3,121,70
884,0,121,247
885,1,121,247
886,2,121,243
887,5,121,76
888,2,121,76
889,1,121,90
890,1,121,60
891,11,121,60
892,0,121,90
893,16,121,90
894,9,121,90
895,0,122,60
896,9,122,60
897,0,122,60
898,11,122,90
899,0,122,60
900,11,123,90
901,14,123,60
902,12,123,60
903,1,123,60
904,1,123,90
905,9,123,60
906,11,123,60
907,2,123,394
908,0,123,247
909,15,123,247
910,0,123,247
911,1,123,247
912,0,124,247
913,1,124,247
914,1,125,90
915,11,125,60
916,0,125,90
917,1,125,60
918,9,125,90
919,0,125,60
920,9,125,60
921,1,125,60
922,1,125,90
923,9,125,60
924,11,125,90
925,14,125,60
926,12,125,60
927,11,125,60
928,2,125,184
929,5,126,107
930,3,126,107
931,10,126,107
932,4,126,107
933,3,126,377
934,3,126,436
935,3,126,70
936,2,126,198
937,0,126,258
938,11,126,339
939,2,127,243
940,5,127,76
941,2,127,76
942,0,127,247
943,0,127,247
944,15,127,247
945,1,127,247
946,4,127,76
947,4,127,76
948,2,129,394
949,4,129,107
950,2,130,415
951,2,130,184
952,0,131,247
953,1,131,247
954,3,131,377
955,3,131,107
956,5,131,107
957,0,131,247
958,1,131,247
959,3,131,70
960,4,131,415
961,2,132,198
962,2,132,243
963,5,132,76
964,2,132,76
965,4,132,76
966,4,132,76
967,0,132,261
968,1,132,261
969,0,133,261
970,1,133,261
971,0,133,258
972,11,133,339
973,6,133,339
974,0,133,247
975,1,134,247
976,0,134,247
977,1,134,247
978,2,134,394
979,0,134,247
980,1,135,247
981,0,135,247
982,1,135,247
983,0,136,247
984,1,136,247
985,2,136,184
986,5,136,107
987,10,136,107
988,3,136,107
989,0,136,247
990,4,136,107
991,1,136,247
992,10,136,436
993,3,136,377
994,0,137,247
995,1,137,247
996,3,137,70
997,4,137,70
998,0,137,247
999,1,137,247
1000,2,137,198
1001,2,138,243
1002,2,138,76
1003,5,138,76
1004,4,138,76
1005,4,138,76
1006,4,140,107
1007,2,140,394
1008,0,140,261
1009,1,141,261
1010,0,141,247
1011,1,141,247
1012,2,141,184
1013,0,141,261
1014,1,141,261
1015,3,141,377
1016,5,141,107
1017,3,141,107
1018,3,142,70
1019,0,142,16
1020,2,143,198
1021,2,143,243
1022,5,143,76
1023,2,143,76
1024,1,143,247
1025,0,143,247
1026,4,143,76
1027,0,143,55
1028,11,143,55
1029,4,144,76
1030,0,144,247
1031,1,144,247
1032,1,144,247
1033,0,144,247
1034,1,145,247
1035,0,145,247
1036,1,145,247
1037,0,145,247
1038,2,145,394
1039,1,146,247
1040,0,146,247
1041,2,146,184
1042,0,146,261
1043,1,146,261
1044,1,146,247
1045,0,146,247
1046,10,146,107
1047,3,146,107
1048,5,146,107
1049,4,147,107
1050,3,147,377
1051,0,147,247
1052,1,147,247
1053,0,147,258
1054,11,147,339
1055,0,147,247
1056,1,147,247
1057,3,147,70
1058,4,147,70
1059,2,148,198
1060,2,148,243
1061,5,148,76
1062,2,148,76
1063,4,151,107
1064,1,151,247
1065,0,151,247
1066,2,151,394
1067,2,151,184
1068,10,151,436
1069,3,152,377
1070,5,152,107
1071,3,152,107
1072,8,152,124
1073,7,152,124
1074,3,152,70
1075,7,152,260
1076,8,152,260
1077,1,153,247
1078,0,153,247
1079,1,154,247
1080,0,154,247
1081,2,154,243
1082,5,154,76
1083,2,154,76
1084,2,154,198
1085,4,154,76
1086,0,154,247
1087,1,154,247
1088,0,155,261
1089,1,155,261
1090,4,155,76
1091,0,155,247
1092,1,155,247
1093,0,155,247
1094,1,155,247
1095,0,156,247
1096,1,156,247
1097,2,156,184
1098,1,156,247
1099,0,156,247
1100,2,156,394
1101,0,157,247
1102,1,157,247
1103,5,157,107
1104,10,157,107
1105,3,157,107
1106,4,157,107
1107,3,157,377
1108,3,157,70
1109,4,158,70
1110,1,158,66
1111,11,158,66
1112,0,158,26
1113,1,158,26
1114,2,159,243
1115,5,159,76
1116,2,159,76
1117,4,159,76
1118,2,159,198
1119,4,160,76
1120,1,160,247
1121,0,160,247
1122,4,160,107
1123,0,161,247
1124,1,161,247
1125,2,161,184
1126,2,162,394
1127,3,162,377
1128,3,162,107
1129,5,162,107
1130,3,163,70
1131,11,163,55
1132,0,163,55
1133,12,163,55
1134,14,163,55
1135,0,163,247
1136,1,163,247
1137,0,163,247
1138,15,163,247
1139,1,163,247
1140,0,164,247
1141,9,164,55
1142,1,164,247
1143,10,164,55
1144,4,164,55
1145,11,164,55
1146,9,164,55
1147,11,164,55
1148,1,164,247
1149,0,164,247
1150,2,164,243
1151,2,165,76
1152,5,165,76
1153,1,165,247
1154,0,165,247
1155,0,165,247
1156,15,165,247
1157,1,165,247
1158,0,165,258
1159,2,165,198
1160,1,165,247
1161,0,165,247
1162,1,166,247
1163,0,166,247
1164,2,166,184
1165,1,166,247
1166,0,166,247
1167,10,167,436
1168,0,167,247
1169,1,167,247
1170,3,167,107
1171,10,167,107
1172,5,167,107
1173,4,167,107
1174,3,167,377
1175,2,168,394
1176,3,168,70
1177,4,168,70
1178,7,168,260
1179,8,168,260
1180,7,169,124
1181,8,169,124
1182,2,170,243
1183,5,170,76
1184,2,170,76
1185,4,170,76
1186,2,170,198
1187,1,171,247
1188,0,171,247
1189,4,171,76
1190,4,171,107
1191,2,171,184
1192,3,172,377
1193,3,173,107
1194,5,173,107
1195,3,173,70
1196,2,173,394
1197,0,173,247
1198,1,173,247
1199,0,174,247
1200,1,174,247
1201,0,174,247
1202,1,174,247
1203,0,175,247
1204,1,175,247
1205,0,175,258
1206,11,175,339
1207,2,175,243
1208,5,175,76
1209,2,175,76
1210,0,175,258
1211,0,175,247
1212,1,175,247
1213,4,175,76
1214,4,176,76
1215,1,176,247
1216,2,176,198
1217,0,176,247
1218,0,176,258
1219,11,176,339
1220,9,176,258
1221,16,176,258
1222,0,176,247
1223,6,176,258
1224,1,176,247
1225,6,176,339
1226,12,177,258
1227,2,177,184
1228,1,177,247
1229,0,177,247
1230,9,177,339
1231,0,177,339
1232,3,178,107
1233,10,178,107
1234,5,178,107
1235,4,178,107
1236,3,178,377
1237,11,178,339
1238,3,178,70
1239,4,178,70
1240,2,179,394
1241,1,181,247
1242,0,181,247
1243,2,181,243
1244,5,181,76
1245,2,181,76
1246,4,181,76
1247,0,181,258
1248,11,181,258
1249,0,181,339
1250,9,181,339
1251,9,181,258
1252,6,181,258
1253,6,181,339
1254,4,181,107
1255,12,181,258
1256,9,181,339
1257,11,181,258
1258,6,181,258
1259,2,181,198
1260,6,181,339
1261,4,182,76
1262,12,182,339
1263,2,182,184
1264,10,182,436
1265,0,183,60
1266,1,183,60
1267,11,183,90
1268,1,183,90
1269,12,183,60
1270,14,183,60
1271,3,183,377
1272,0,183,60
1273,11,183,90
1274,1,183,60
1275,1,183,90
1276,9,183,60
1277,0,183,247
1278,1,183,247
1279,5,183,107
1280,3,183,107
1281,14,183,60
1282,12,183,60
1283,3,184,70
1284,0,184,247
1285,1,184,247
1286,2,184,394
1287,11,186,258
1288,0,186,339
1289,9,186,339
1290,6,186,339
1291,6,186,258
1292,11,186,258
1293,0,186,339
1294,9,186,339
1295,6,186,258
1296,6,186,339
1297,12,186,339
1298,12,186,339
1299,6,186,258
1300,6,186,339
1301,0,186,258
1302,6,186,258
1303,6,186,339
1304,16,186,258
1305,2,186,243
1306,5,186,76
1307,2,186,76
1308,9,186,258
1309,0,186,261
1310,1,186,261
1311,4,186,76
1312,11,186,258
1313,4,187,76
1314,2,187,184
1315,1,187,247
1316,0,187,247
1317,2,187,198
1318,11,188,339
1319,0,188,258
1320,12,188,258
1321,10,188,107
1322,5,188,107
1323,3,188,107
1324,3,188,377
1325,4,188,107
1326,3,189,70
1327,4,189,70
1328,2,190,394
1329,1,191,247
1330,0,191,247
1331,18,191,308
1332,2,192,243
1333,5,192,76
1334,2,192,76
1335,2,192,184
1336,4,192,107
1337,2,193,198
1338,0,193,247
1339,1,193,247
1340,3,193,377
1341,5,194,107
1342,3,194,107
1343,0,194,247
1344,1,194,247
1345,3,194,70
1346,0,194,247
1347,1,194,247
1348,1,195,247
1349,0,195,247
1350,2,195,394
1351,0,195,247
1352,1,195,247
1353,1,196,247
1354,0,196,247
1355,1,196,247
1356,0,196,247
1357,1,197,247
1358,0,197,247
1359,2,197,243
1360,5,197,76
1361,0,197,247
1362,1,197,247
1363,2,197,76
1364,2,197,184
1365,4,197,76
1366,10,197,436
1367,4,198,76
1368,2,198,198
1369,3,199,107
1370,5,199,107
1371,10,199,107
1372,4,199,107
1373,3,199,377
1374,3,199,70
1375,4,199,70
1376,3,199,70
1377,0,200,247
1378,1,200,247
1379,2,201,394
1380,1,201,247
1381,0,201,247
1382,0,201,247
1383,1,201,247
1384,1,202,261
1385,0,202,261
1386,2,202,184
1387,4,202,107
1388,0,202,258
1389,11,202,339
1390,2,202,243
1391,2,202,76
1392,5,202,76
1393,4,203,76
1394,0,203,258
1395,4,203,76
1396,0,203,247
1397,1,203,247
1398,0,203,247
1399,2,204,198
1400,0,204,261
1401,1,204,261
1402,0,204,247
1403,1,204,247
1404,3,204,377
1405,3,204,107
1406,5,204,107
1407,0,204,247
1408,1,204,247
1409,3,204,70
1410,3,204,70
1411,0,205,247
1412,1,205,247
1413,0,205,247
1414,1,205,247
1415,0,206,247
1416,1,206,247
1417,2,206,394
1418,0,206,247
1419,1,206,247
1420,0,207,258
1421,11,207,339
1422,9,207,258
1423,0,207,247
1424,6,207,258
1425,1,207,247
1426,6,207,339
1427,0,207,247
1428,1,207,247
1429,15,207,247
1430,12,207,258
1431,2,207,184
1432,0,207,424
1433,11,207,13
1434,1,207,13
1435,1,207,424
1436,2,208,243
1437,5,208,76
1438,2,208,76
1439,2,209,198
1440,10,209,107
1441,5,209,107
1442,3,209,107
1443,3,209,377
1444,4,209,107
1445,0,210,43
1446,3,210,70
1447,4,210,70
1448,12,210,43
1449,3,210,335
1450,0,210,43
1451,0,210,247
1452,1,210,247
1453,0,211,247
1454,1,211,247
1455,2,212,394
1456,2,212,184
1457,10,213,436
1458,4,213,107
1459,2,213,243
1460,5,213,76
1461,2,213,76
1462,4,213,76
1463,0,213,247
1464,1,213,247
1465,4,214,76
1466,0,214,247
1467,1,214,247
1468,9,214,258
1469,11,214,339
1470,6,214,258
1471,6,214,339
1472,3,214,377
1473,8,214,50
1474,7,214,50
1475,0,214,247
1476,1,214,247
1477,5,214,107
1478,3,214,107
1479,7,214,165
1480,8,214,165
1481,8,214,187
1482,7,214,187
1483,7,215,78
1484,8,215,78
1485,7,215,94
1486,8,215,94
1487,2,215,198
1488,3,215,70
1489,0,215,247
1490,1,215,247
1491,0,215,247
1492,1,215,247
1493,10,216,78
1494,22,216,78
1495,9,216,78
1496,9,216,203
1497,9,216,165
1498,9,216,171
1499,10,216,50
1500,22,216,165
1501,9,216,50
1502,22,216,50
1503,13,216,203
1504,13,216,78
1505,13,216,165
1506,4,216,78
1507,13,216,203
1508,13,216,171
1509,13,216,171
1510,4,216,165
1511,4,216,50
1512,13,216,50
1513,10,216,165
1514,22,216,165
1515,9,216,410
1516,20,216,410
1517,0,216,247
1518,1,216,247
1519,20,216,410
1520,0,216,424
1521,1,216,424
1522,11,216,13
1523,1,216,13
1524,3,216,410
1525,9,216,351
1526,20,216,410
1527,6,216,410
1528,6,216,351
1529,12,216,424
1530,14,216,424
1531,13,216,351
1532,0,216,247
1533,14,216,410
1534,12,216,410
1535,1,216,247
1536,0,217,424
1537,11,217,13
1538,1,217,424
1539,1,217,13
1540,9,217,424
1541,20,217,410
1542,7,217,392
1543,8,217,392
1544,0,217,247
1545,1,217,247
1546,8,217,410
1547,7,217,410
1548,0,217,424
1549,9,217,424
1550,8,217,124
1551,7,217,124
1552,2,217,394
1553,19,217,351
1554,22,217,392
1555,9,217,351
1556,10,217,392
1557,9,217,392
1558,13,217,392
1559,4,217,392
1560,13,217,351
1561,6,217,351
1562,13,217,392
1563,0,217,258
1564,0,217,424
1565,9,217,424
1566,2,218,184
1567,12,218,258
1568,9,218,258
1569,11,218,339
1570,6,218,258
1571,6,218,339
1572,0,218,258
1573,12,218,258
1574,0,218,258
1575,11,218,339
1576,9,218,258
1577,6,218,339
1578,6,218,258
1579,0,218,339
1580,2,218,243
1581,2,219,76
1582,5,219,76
1583,4,219,76
1584,4,219,76
1585,0,219,339
1586,0,219,261
1587,1,219,261
1588,6,219,339
1589,3,220,107
1590,10,220,107
1591,5,220,107
1592,4,220,107
1593,3,220,377
1594,0,220,261
1595,1,220,261
1596,0,220,60
1597,1,220,60
1598,9,220,60
1599,11,220,90
1600,1,220,90
1601,6,220,258
1602,6,220,339
1603,0,220,258
1604,12,220,258
1605,0,220,90
1606,14,220,60
1607,12,220,60
1608,0,220,261
1609,2,220,198
1610,3,220,70
1611,4,220,70
1612,9,220,90
1613,0,221,247
1614,1,221,247
1615,11,221,60
1616,3,221,165
1617,3,221,165
1618,3,221,94
1619,0,221,258
1620,2,223,184
1621,2,223,394
1622,0,223,43
1623,0,223,247
1624,1,223,247
1625,4,223,107
1626,0,223,261
1627,1,223,261
1628,0,223,43
1629,0,223,247
1630,1,223,247
1631,9,224,43
1632,6,224,43
1633,12,224,43
1634,2,224,243
1635,5,224,76
1636,2,224,76
1637,0,224,247
1638,1,224,247
1639,0,224,43
1640,10,224,187
1641,4,224,76
1642,4,224,187
1643,0,224,43
1644,10,224,94
1645,0,224,247
1646,1,224,247
1647,4,225,94
1648,3,225,377
1649,0,225,261
1650,1,225,261
1651,4,225,76
1652,5,225,107
1653,3,225,107
1654,0,225,247
1655,1,225,247
1656,3,225,70
1657,0,225,247
1658,1,226,247
1659,2,226,198
1660,0,226,247
1661,1,226,247
1662,3,226,165
