,Variable 0,Variable 1,Variable 2,Variable 3
376,91.0,68.0,2025.0,37.0
377,91.0,68.0,1970.0,31.0
378,105.0,63.0,2125.0,38.0
379,98.0,70.0,2125.0,36.0
380,120.0,88.0,2160.0,36.0
381,107.0,75.0,2205.0,36.0
382,108.0,70.0,2245.0,34.0
383,91.0,67.0,1965.0,38.0
384,91.0,67.0,1965.0,32.0
385,91.0,67.0,1995.0,38.0
386,181.0,110.0,2945.0,25.0
387,262.0,85.0,3015.0,38.0
388,156.0,92.0,2585.0,26.0
389,232.0,112.0,2835.0,22.0
390,144.0,96.0,2665.0,32.0
391,135.0,84.0,2370.0,36.0
392,151.0,90.0,2950.0,27.0
393,140.0,86.0,2790.0,27.0
394,97.0,52.0,2130.0,44.0
395,135.0,84.0,2295.0,32.0
396,120.0,79.0,2625.0,28.0
397,119.0,82.0,2720.0,31.0
